test_name,test_number,question_number,exact_question_text,question_text_summary,choices_compact,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_J,choice_K,correct_answer_raw,explanation_raw,primary_topic,secondary_topics,subtopics,concept_path,not_connected_to,solution_pathway_1,solution_pathway_2,solution_pathway_3,answer,answer_reasoning,student_misconception_risks,skill_gap_if_wrong,tutor_note,mindcraft_original_question_angle,confidence_level,review_priority,source_status,notes_from_akshat,raw_concept_tag,raw_subskill_tag,raw_difficulty,rewrite_needed_for_mindcraft,source_site,source_url,raw_notes,intelligence_status,batch_status,last_updated
ACT Math Practice Test 23,23,2,"A 5-sided die, which has sides 2, 3, 4, 5, and 6, is thrown. What is the probability that the die will NOT land on a prime-numbered face?","A 5-sided die, which has sides 2, 3, 4, 5, and 6, is thrown. What is the probability that the die will NOT land on a prime-numbered face?",K. 0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,3,"For f ( x , y ) = 7 x + 9 y , what is the value of f ( x , y ) when and x = 3?","For f ( x , y ) = 7 x + 9 y , what is the value of f ( x , y ) when and x = 3?",C. 36 | D. 46 | E. 96,,,36,46,96,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,4,"What is the length, in coordinate units, of a diagonal of a square in the standard ( x , y ) coordinate plane with vertices at points (0,0), (4,0) and (4,4)?","What is the length, in coordinate units, of a diagonal of a square in the standard ( x , y ) coordinate plane with vertices at points (0,0), (4,0) and (4,4)?",F. 3 | G. 4 | H. 4 | K. 8,,,,,,3,4,4,,8,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,5,What is the value of a if log 4 a = 3?,What is the value of a if log 4 a = 3?,A. 120 | B. 64 | C. 12 | E. 4,120,64,12,,4,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,6,"A certain 18-quart stockpot is filled completely with water and exposed to a heat source so that the water boils away at a constant rate. The water remaining in the stockpot can be approximated by the following equation: y = 18 - 0.2 x , where x is the number of minutes that the pot has been heated for 0 â¤ x â¤ 90, and y is the number of quarts remaining in the pot. According to this equation, which of the following statements is true about this stockpot?","A certain 18-quart stockpot is filled completely with water and exposed to a heat source so that the water boils away at a constant rate. The water remaining in the stockpot can be approximated by the following equation: y = 18 - 0.2 x , where x is the number of minutes that the pot has been heated for 0 â¤ x â¤ 90, and y is the number of quarts remaining in the pot. According to this equation, which of the following statements is true about this stockpot?","F. After 0.2 minutes, 1 quart of water has boiled away. | G. After 1 minute, 0.2 quarts of water have boiled away. | H. After 18 minutes, 0.2 quarts of water have boiled away. | J. After 18 minutes, 1 quart of water has boiled away. | K. After 36 minutes, 18 quarts of water have boiled away.",,,,,,"After 0.2 minutes, 1 quart of water has boiled away.","After 1 minute, 0.2 quarts of water have boiled away.","After 18 minutes, 0.2 quarts of water have boiled away.","After 18 minutes, 1 quart of water has boiled away.","After 36 minutes, 18 quarts of water have boiled away.",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,7,"The volume of a right circular cone with the bottom removed to create a flat base can be calculated from the following equation: V = Ï h ( R 2 + r 2 + Rr ), where h represents the height of the shape and R and r represent its radii as shown in the figure below: This formula can be used to determine the capacity of a large coffee mug. Approximately how many cubic inches of liquid can the cup shown below hold if it is filled to the brim and its handle holds no liquid?","The volume of a right circular cone with the bottom removed to create a flat base can be calculated from the following equation: V = Ï h ( R 2 + r 2 + Rr ), where h represents the height of the shape and R and r represent its radii as shown in the figure below: This formula can be used to determine the capacity of a large coffee mug. Approximately how many cubic inches of liquid can the cup shown below hold if it is filled to the brim and its handle holds no liquid?",A. 19 | B. 50 | C. 105 | D. 109 | E. 438,19,50,105,109,438,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,8,Which of the following is the set of real solutions for the equation 9 x + 12 = 3(3 x + 4)?,Which of the following is the set of real solutions for the equation 9 x + 12 = 3(3 x + 4)?,"F. The set of all real numbers | G. {0,1} | H. {0} | K. The empty set",,,,,,The set of all real numbers,"{0,1}",{0},,The empty set,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,9,The expression equals:,The expression equals:,D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,10,"A thin slice is cut from a bagel, creating the cross-section represented below. The diameter of the bagel is 144 mm and the width from the inner edge of the bagel to the outer edge is uniformly 56 mm. Which of the following is closest to the area, in square millimeters, of the shaded empty space inside the cross-section of the bagel?","A thin slice is cut from a bagel, creating the cross-section represented below. The diameter of the bagel is 144 mm and the width from the inner edge of the bagel to the outer edge is uniformly 56 mm. Which of the following is closest to the area, in square millimeters, of the shaded empty space inside the cross-section of the bagel?","F. 100 | G. 450 | H. 800 | J. 3,200 | K. 16,000",,,,,,100,450,800,"3,200","16,000",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,11,"For all nonzero real numbers a, b, and c , what is the value of a 0 + b 0 + c 0 ?","For all nonzero real numbers a, b, and c , what is the value of a 0 + b 0 + c 0 ?",A. Undefined | B. a + b + c | C. 0 | D. 1 | E. 3,Undefined,a + b + c,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,12,"In the figure below, ABCD is a rectangle, AB = AE , and E , F , G , and H lie on AD . Of the angles BEA, BFA, BGA, BHA , and BDA , which one has the greatest tangent?","In the figure below, ABCD is a rectangle, AB = AE , and E , F , G , and H lie on AD . Of the angles BEA, BFA, BGA, BHA , and BDA , which one has the greatest tangent?","F. BEA | G. BFA | H. BGA | J. BHA | K. BDA The graph of y = f ( x ) is shown in the standard ( x , y ) coordinate plane below with points V , W , X , Y , and Z labeled.",,,,,,BEA,BFA,BGA,BHA,"BDA The graph of y = f ( x ) is shown in the standard ( x , y ) coordinate plane below with points V , W , X , Y , and Z labeled.",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,13,The y -intercept of the graph of y = f ( x ) is located at which of the following points?,The y -intercept of the graph of y = f ( x ) is located at which of the following points?,"A. V | B. W | C. X | D. Y | E. Z The graph of y = f ( x ) is shown in the standard ( x , y ) coordinate plane below with points V , W , X , Y , and Z labeled.",V,W,X,Y,"Z The graph of y = f ( x ) is shown in the standard ( x , y ) coordinate plane below with points V , W , X , Y , and Z labeled.",,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,14,The function y = f ( x ) can be classified as one of which of the following types of functions?,The function y = f ( x ) can be classified as one of which of the following types of functions?,"F. Trigonometric | G. Quadratic | H. Absolute value | J. Cubic | K. Linear The graph of y = f ( x ) is shown in the standard ( x , y ) coordinate plane below with points V , W , X , Y , and Z labeled.",,,,,,Trigonometric,Quadratic,Absolute value,Cubic,"Linear The graph of y = f ( x ) is shown in the standard ( x , y ) coordinate plane below with points V , W , X , Y , and Z labeled.",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 23,23,15,"If y = f ( x ) is to be reflected across the line y = x , which of the following graphs represents the result?","If y = f ( x ) is to be reflected across the line y = x , which of the following graphs represents the result?",D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test123.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,1,"If a is a factor of 32 and b is a factor of 45, the product of a and b could NOT be which of the following?","If a is a factor of 32 and b is a factor of 45, the product of a and b could NOT be which of the following?","F. 1,440 | G. 288 | H. 80 | J. 54 | K. 1",,,,,,"1,440",288,80,54,1,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,2,"For each positive integer k , let k o be the sum of all positive odd integers less than k . For example, 6 o = 5 + 3 + 1 = 9 and 7 o = 5 + 3 + 1 = 9. What is the value of 17 o Ã 4 o ?","For each positive integer k , let k o be the sum of all positive odd integers less than k . For example, 6 o = 5 + 3 + 1 = 9 and 7 o = 5 + 3 + 1 = 9. What is the value of 17 o Ã 4 o ?",A. 16 | B. 144 | C. 256 | D. 324 | E. 816,16,144,256,324,816,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,3,"If ( a ,-3) is on the graph of the equation x - 4 y = 14 in the standard ( x , y ) coordinate plane, then a =?","If ( a ,-3) is on the graph of the equation x - 4 y = 14 in the standard ( x , y ) coordinate plane, then a =?",G. -2 | H. 2 | J. 17 | K. 26,,,,,,,-2,2,17,26,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,4,"For all t > 0, f (t) = . Which of the following is true about f ( t ) ?","For all t > 0, f (t) = . Which of the following is true about f ( t ) ?",A. It increases in proportion to t . | B. It increases in proportion to t 2 . | C. It decreases in proportion to t . | D. It decreases in proportion to t 2 . | E. It remains constant.,It increases in proportion to t .,It increases in proportion to t 2 .,It decreases in proportion to t .,It decreases in proportion to t 2 .,It remains constant.,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,5,"In the figure below, X is on . If the angle measures are as shown, what is the degree measure of YXZ ?","In the figure below, X is on . If the angle measures are as shown, what is the degree measure of YXZ ?",F. 25Â° | J. K.,,,,,,25Â°,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,6,"Points (2, - 2) and (3,10) lie on the same line in the standard ( x , y ) coordinate plane. What is the slope of this line?","Points (2, - 2) and (3,10) lie on the same line in the standard ( x , y ) coordinate plane. What is the slope of this line?",A. 12 | B. 8 | D. -8 | E. -12,12,8,,-8,-12,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,7,What is the degree measure of an angle that measures radians?,What is the degree measure of an angle that measures radians?,H. 252Â° | J. 84Â° | K. 12Â°,,,,,,,,252Â°,84Â°,12Â°,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,8,"Which of the following gives the equation for the circle in the standard ( x , y ) coordinate plane with a center at (4,-8) and a circumference of 10Ï square coordinate units?","Which of the following gives the equation for the circle in the standard ( x , y ) coordinate plane with a center at (4,-8) and a circumference of 10Ï square coordinate units?",A. ( x - 4) 2 + ( y + 8) 2 = 25 | B. ( x - 4) 2 + ( y + 8) 2 = 100 | C. ( x + 8) 2 + ( y - 4) 2 = 25 | D. ( x + 8) 2 - ( y - 4) 2 = 100 | E. ( x + 8) 2 + ( y - 4) 2 = 100,( x - 4) 2 + ( y + 8) 2 = 25,( x - 4) 2 + ( y + 8) 2 = 100,( x + 8) 2 + ( y - 4) 2 = 25,( x + 8) 2 - ( y - 4) 2 = 100,( x + 8) 2 + ( y - 4) 2 = 100,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,9,"For some x and y that satisfy the equation xy = - x 2 , which of the following is FALSE?","For some x and y that satisfy the equation xy = - x 2 , which of the following is FALSE?",H. x 2 + y 2 = -2 xy | J. x 2 = y 2 | K. x 3 - y 3 = 0,,,,,,,,x 2 + y 2 = -2 xy,x 2 = y 2,x 3 - y 3 = 0,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,10,"Rectangle ABCD lies in the standard ( x , y ) coordinate plane with corners at A (4,2), B (6,-1), C (1,-4), and D (-1,-1), and is represented by the 2 Ã 4 matrix . ABCD is then translated, with the corners of the translated rectangle represented by the matrix . What is the value of n ?","Rectangle ABCD lies in the standard ( x , y ) coordinate plane with corners at A (4,2), B (6,-1), C (1,-4), and D (-1,-1), and is represented by the 2 Ã 4 matrix . ABCD is then translated, with the corners of the translated rectangle represented by the matrix . What is the value of n ?",A. 0 | B. -1 | C. -2 | D. -3 | E. -4,0,-1,-2,-3,-4,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,11,"Whenever a > 0, which of the following real number line graphs represents the solutions for x to the inequality | x - a |â¤?","Whenever a > 0, which of the following real number line graphs represents the solutions for x to the inequality | x - a |â¤?",J. K.,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,12,"Three different functions are defined in the table below. The diagram below uses three functions. The only values for p , q , r , s , and t are 1 and 0. Which of the following inputs ( p , q , r , s , t ) will produce the output 0?","Three different functions are defined in the table below. The diagram below uses three functions. The only values for p , q , r , s , and t are 1 and 0. Which of the following inputs ( p , q , r , s , t ) will produce the output 0?","A. (0,1,1,0,1) | B. (0,1,1,1,1) | C. (0,0,1,0,1) | D. (1,0,1,0,0) | E. (1,0,1,0,1)","(0,1,1,0,1)","(0,1,1,1,1)","(0,0,1,0,1)","(1,0,1,0,0)","(1,0,1,0,1)",,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,13,"Whenever x and y are both integers, what is (6.0 Ã 10 x )(5.0 y Ã 10 y )expressed in scientific notation?","Whenever x and y are both integers, what is (6.0 Ã 10 x )(5.0 y Ã 10 y )expressed in scientific notation?",F. 30.0 Ã 100 xy | G. 30.0 Ã 100 xy y | H. 30.0 Ã 10 xy | J. 3.0 Ã 10 x + y + 1 | K. 3.0 Ã 10 xy,,,,,,30.0 Ã 100 xy,30.0 Ã 100 xy y,30.0 Ã 10 xy,3.0 Ã 10 x + y + 1,3.0 Ã 10 xy,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,14,"The points P , Q , R , and S lie in that order on a straight line. The midpoint of is R and the midpoint of is Q . The length of is x feet and the length of is 4 x - 16 feet. What is the length, in feet, of ?","The points P , Q , R , and S lie in that order on a straight line. The midpoint of is R and the midpoint of is Q . The length of is x feet and the length of is 4 x - 16 feet. What is the length, in feet, of ?",A. 32 | B. 20 | C. 16 | D. 8 | E. 4,32,20,16,8,4,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 24,24,15,"The circle below has an area of 64Ï cm 2 . A central angle with measure 24Â° intercepts minor arc . What is the length of minor arc , in centimeters?","The circle below has an area of 64Ï cm 2 . A central angle with measure 24Â° intercepts minor arc . What is the length of minor arc , in centimeters?",F. Ï | G. Ï | J. Ï | K. 192Ï,,,,,,Ï,Ï,,Ï,192Ï,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test124.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,1,Which of the following expressions is equivalent to 2 a + 4 b + 6 c ?,Which of the following expressions is equivalent to 2 a + 4 b + 6 c ?,A. 8( a + b + c ) | B. 2( a + 2 b ) + 3 c | C. 2( a + 4 b + 6 c ) | D. 2( a + 2 b + 6 c ) | E. 2( a + 2 b + 3 c ),8( a + b + c ),2( a + 2 b ) + 3 c,2( a + 4 b + 6 c ),2( a + 2 b + 6 c ),2( a + 2 b + 3 c ),,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,2,"When written in symbols, ""The square of the product of a and b "" is represented as:","When written in symbols, ""The square of the product of a and b "" is represented as:",F. ab | G. ab 2 | H. ( ab ) 2 | J. a 2 b | K. ( a 2 b 2 ) 2,,,,,,ab,ab 2,( ab ) 2,a 2 b,( a 2 b 2 ) 2,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,3,"Every week, Donald records the amount of mileage that has accumulated on his truck. On Monday, Donald recorded that he had driven 16,450 kilometers. After a week of deliveries, his new recording was 18,130 kilometers. He drove for thirty hours during that week. What was his average driving speed during that week to the nearest kilometer per hour?","Every week, Donald records the amount of mileage that has accumulated on his truck. On Monday, Donald recorded that he had driven 16,450 kilometers. After a week of deliveries, his new recording was 18,130 kilometers. He drove for thirty hours during that week. What was his average driving speed during that week to the nearest kilometer per hour?",A. 38 | B. 41 | C. 48 | D. 56 | E. 59,38,41,48,56,59,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,4,"The dimensions of a block of cheese are 12 inches by 3 inches by 3 inches. What is the volume, in cubic inches, of the block of cheese?","The dimensions of a block of cheese are 12 inches by 3 inches by 3 inches. What is the volume, in cubic inches, of the block of cheese?",F. 18 | G. 36 | H. 45 | J. 72 | K. 108,,,,,,18,36,45,72,108,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,5,"If x is a real number and 3 x = 81, then 3 Ã 2 x =?","If x is a real number and 3 x = 81, then 3 Ã 2 x =?",A. 3 | B. 16 | C. 24 | D. 48 | E. 81,3,16,24,48,81,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,6,"For the songs on Charlie's mp3 player, the ratio of folk songs to rock songs is 3:11. Which of the following statements about the songs on his mp3 player is(are) true? I. There are fewer folk songs than rock songs. II. For every 11 rock songs, there are 3 folk songs. III. Folk songs comprise of the songs on Charlie's mp3 player.","For the songs on Charlie's mp3 player, the ratio of folk songs to rock songs is 3:11. Which of the following statements about the songs on his mp3 player is(are) true? I. There are fewer folk songs than rock songs. II. For every 11 rock songs, there are 3 folk songs. III. Folk songs comprise of the songs on Charlie's mp3 player.","F. I only | G. II only | H. I and II only | J. II and III only | K. I, II, and III",,,,,,I only,II only,I and II only,II and III only,"I, II, and III",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,7,Matt needs gallons of hydrochloric acid for an experiment. He has gallons already. How many more gallons of hydrochloric acid does Matt need?,Matt needs gallons of hydrochloric acid for an experiment. He has gallons already. How many more gallons of hydrochloric acid does Matt need?,D. E.,,,,E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,8,"As shown below, the diagonals of rectangle EFGH intersect at the point (-2,-4) in the standard ( x , y ) coordinate plane. Point F is at (-7,-2). Which of the following are the coordinates of H ?","As shown below, the diagonals of rectangle EFGH intersect at the point (-2,-4) in the standard ( x , y ) coordinate plane. Point F is at (-7,-2). Which of the following are the coordinates of H ?","G. (-7,-6) | H. (3,-2) | J. (3,-6) | K. (-5,3)",,,,,,,"(-7,-6)","(3,-2)","(3,-6)","(-5,3)",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,9,Which of the following expressions is equivalent to ?,Which of the following expressions is equivalent to ?,A. 9 x + 5 | B. x + 45 | C. x + 5 | D. 6 x | E. 45 x,9 x + 5,x + 45,x + 5,6 x,45 x,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,10,The expression 23 fg - 6 f (5 f +3 g ) is equivalent to:,The expression 23 fg - 6 f (5 f +3 g ) is equivalent to:,F. 5 fg - 30 f 2 | G. 25 fg | H. 3 g - 7 fg | J. 41 fg - 30 f 2 | K. 30 f 2 - 5 fg,,,,,,5 fg - 30 f 2,25 fg,3 g - 7 fg,41 fg - 30 f 2,30 f 2 - 5 fg,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,11,"A farmer sells strawberries at a market in both pint-sized containers and quart-sized containers. The farmer charges $3 for each pint, $5 for each quart, is always paid on the day of purchase, and sells no other goods. On a recent day, the farmer sold as many pint containers as quart containers and received $120 in sales. How many pints of strawberries did the farmer sell?","A farmer sells strawberries at a market in both pint-sized containers and quart-sized containers. The farmer charges $3 for each pint, $5 for each quart, is always paid on the day of purchase, and sells no other goods. On a recent day, the farmer sold as many pint containers as quart containers and received $120 in sales. How many pints of strawberries did the farmer sell?",A. 12 | B. 15 | C. 24 | D. 40 | E. 50,12,15,24,40,50,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,12,A rectangular piece of cloth has a length of 6 feet and a width of 1.5 feet. Brad estimates that the area is 12 square feet. His estimate is approximately what percent greater than the actual area?,A rectangular piece of cloth has a length of 6 feet and a width of 1.5 feet. Brad estimates that the area is 12 square feet. His estimate is approximately what percent greater than the actual area?,F. 75% | G. 66% | H. 33% | J. 25% | K. 17%,,,,,,75%,66%,33%,25%,17%,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,13,"The geometric mean of 3 positive numbers is the cube root of the product of the 3 numbers. What is the geometric mean of 2, 4, and 27?","The geometric mean of 3 positive numbers is the cube root of the product of the 3 numbers. What is the geometric mean of 2, 4, and 27?",A. 6 | B. 11 | C. 21 | D. 72 | E. 216,6,11,21,72,216,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
